id	name	description	is_bodyweight	multiplier	volume_multiplier
dumbbell_squat	Dumbbell Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
close_grip_push_up	Close Grip Push Up	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
barbell_calf_raise	Barbell Calf Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
face_pull	Face Pull	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
bodyweight_calf_raise	Bodyweight Calf Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
wrist_curl	Wrist Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
overhead_squat	Overhead Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
russian_twist	Russian Twist	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
decline_sit_up	Decline Sit Up	Lie on your back with knees bent and feet planted. Exhale as you lift your shoulders and ribcage toward your pelvis. Lower slowly back down, keeping tension in your core. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
lying_leg_raise	Lying Leg Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
glute_bridge	Glute Bridge	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
lying_dumbbell_tricep_extension	Lying Dumbbell Tricep Extension	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
power_snatch	Power Snatch	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
bench_dips	Bench Dips	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
paused_bench_press	Paused Bench Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
split_squat	Split Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
machine_reverse_fly	Machine Reverse Fly	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_deadlift	Dumbbell Deadlift	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
push_jerk	Push Jerk	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
cable_overhead_tricep_extension	Cable Overhead Tricep Extension	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
squat_jump	Squat Jump	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_calf_raise	Dumbbell Calf Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
sissy_squat	Sissy Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
reverse_barbell_curl	Reverse Barbell Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
decline_dumbbell_bench_press	Decline Dumbbell Bench Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_tricep_kickback	Dumbbell Tricep Kickback	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
reverse_grip_lat_pulldown	Reverse Grip Lat Pulldown	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
incline_push_up	Incline Push Up	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
sled_press_calf_raise	Sled Press Calf Raise	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
single_leg_press	Single Leg Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
barbell_reverse_lunge	Barbell Reverse Lunge	Stand tall and step one foot forward into a long stance. Bend both knees to lower your hips straight down until your back knee nearly touches the floor. Drive through the front heel to return to standing. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
reverse_grip_bench_press	Reverse Grip Bench Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
belt_squat	Belt Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
barbell_glute_bridge	Barbell Glute Bridge	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
reverse_lunge	Reverse Lunge	Stand tall and step one foot forward into a long stance. Bend both knees to lower your hips straight down until your back knee nearly touches the floor. Drive through the front heel to return to standing. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
standing_leg_curl	Standing Leg Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
cable_pull_through	Cable Pull Through	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
landmine_squat	Landmine Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
straight_arm_pulldown	Straight Arm Pulldown	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
safety_bar_squat	Safety Bar Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
deficit_deadlift	Deficit Deadlift	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_upright_row	Dumbbell Upright Row	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
one_arm_dumbbell_preacher_curl	One Arm Dumbbell Preacher Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_wrist_curl	Dumbbell Wrist Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
strict_curl	Strict Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
decline_crunch	Decline Crunch	Lie on your back with knees bent and feet planted. Exhale as you lift your shoulders and ribcage toward your pelvis. Lower slowly back down, keeping tension in your core. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
one_arm_cable_bicep_curl	One Arm Cable Bicep Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
machine_tricep_extension	Machine Tricep Extension	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
reverse_wrist_curl	Reverse Wrist Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
seated_dumbbell_tricep_extension	Seated Dumbbell Tricep Extension	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
inverted_row	Inverted Row	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
machine_lateral_raise	Machine Lateral Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
ab_wheel_rollout	Ab Wheel Rollout	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
neck_curl	Neck Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
hanging_knee_raise	Hanging Knee Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
ring_dips	Ring Dips	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
pike_push_up	Pike Push Up	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
nordic_hamstring_curl	Nordic Hamstring Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
toes_to_bar	Toes To Bar	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
bent_over_dumbbell_row	Bent Over Dumbbell Row	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
behind_the_neck_press	Behind The Neck Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
close_grip_dumbbell_bench_press	Close Grip Dumbbell Bench Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
yates_row	Yates Row	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
pause_squat	Pause Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
cable_reverse_fly	Cable Reverse Fly	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
machine_back_extension	Machine Back Extension	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
single_leg_romanian_deadlift	Single Leg Romanian Deadlift	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
sumo_squat	Sumo Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
hang_power_clean	Hang Power Clean	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
barbell_front_raise	Barbell Front Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
barbell_hack_squat	Barbell Hack Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
bench_pin_press	Bench Pin Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_snatch	Dumbbell Snatch	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
jm_press	JM Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
incline_hammer_curl	Incline Hammer Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
cable_kickback	Cable Kickback	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
seated_dumbbell_curl	Seated Dumbbell Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
snatch_deadlift	Snatch Deadlift	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
clean_high_pull	Clean High Pull	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
cable_woodchopper	Cable Woodchopper	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
barbell_pullover	Barbell Pullover	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
