id	name	description	is_bodyweight	multiplier	volume_multiplier
spider_curl	Spider Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
landmine_press	Landmine Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
one_arm_lat_pulldown	One Arm Lat Pulldown	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
clean_pull	Clean Pull	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
pause_deadlift	Pause Deadlift	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
neck_extension	Neck Extension	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
wide_grip_bench_press	Wide Grip Bench Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
zottman_curl	Zottman Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
reverse_grip_tricep_pushdown	Reverse Grip Tricep Pushdown	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
renegade_row	Renegade Row	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
single_leg_deadlift	Single Leg Deadlift	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_reverse_wrist_curl	Dumbbell Reverse Wrist Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
muscle_snatch	Muscle Snatch	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
jefferson_deadlift	Jefferson Deadlift	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
z_press	Z Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_bench_pull	Dumbbell Bench Pull	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
cheat_curl	Cheat Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
viking_press	Viking Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
walking_lunge	Walking Lunge	Stand tall and step one foot forward into a long stance. Bend both knees to lower your hips straight down until your back knee nearly touches the floor. Drive through the front heel to return to standing. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
tate_press	Tate Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_front_squat	Dumbbell Front Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
shoulder_pin_press	Shoulder Pin Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
one_arm_seated_cable_row	One Arm Seated Cable Row	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
pin_squat	Pin Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
cable_hammer_curl	Cable Hammer Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
snatch_pull	Snatch Pull	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_z_press	Dumbbell Z Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_split_squat	Dumbbell Split Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
wall_ball	Wall Ball	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
close_grip_incline_bench_press	Close Grip Incline Bench Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
jumping_jack	Jumping Jack	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
machine_shrug	Machine Shrug	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
hex_bar_shrug	Hex Bar Shrug	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
bicycle_crunch	Bicycle Crunch	Lie on your back with knees bent and feet planted. Exhale as you lift your shoulders and ribcage toward your pelvis. Lower slowly back down, keeping tension in your core. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
single_leg_dumbbell_deadlift	Single Leg Dumbbell Deadlift	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_external_rotation	Dumbbell External Rotation	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_face_pull	Dumbbell Face Pull	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
smith_machine_shrug	Smith Machine Shrug	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_push_press	Dumbbell Push Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
half_squat	Half Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
archer_push_ups	Archer Push Ups	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
dumbbell_incline_y_raise	Dumbbell Incline Y Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
dumbbell_clean_and_press	Dumbbell Clean and Press	Set your grip securely and brace your core for the press. Press the weight smoothly while keeping your torso stable and avoiding arching. Return under control to the starting position. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
cable_leg_extension	Cable Leg Extension	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
cable_shrug	Cable Shrug	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
meadows_row	Meadows Row	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
single_leg_seated_calf_raise	Single Leg Seated Calf Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
glute_ham_raise	Glute Ham Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
cable_external_rotation	Cable External Rotation	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
side_lunge	Side Lunge	Stand tall and step one foot forward into a long stance. Bend both knees to lower your hips straight down until your back knee nearly touches the floor. Drive through the front heel to return to standing. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
barbell_power_shrug	Barbell Power Shrug	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
bent_arm_barbell_pullover	Bent Arm Barbell Pullover	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
reverse_crunches	Reverse Crunches	Lie on your back with knees bent and feet planted. Exhale as you lift your shoulders and ribcage toward your pelvis. Lower slowly back down, keeping tension in your core. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
ring_muscle_ups	Ring Muscle Ups	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
one_arm_pulldown	One Arm Pulldown	Set a firm grip and hinge slightly at the hips with chest up. Pull the weight toward your torso, squeezing your shoulder blades together. Return the weight under control to full extension. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
hang_snatch	Hang Snatch	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
behind_the_back_barbell_shrug	Behind The Back Barbell Shrug	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
flutter_kicks	Flutter Kicks	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
mountain_climbers	Mountain Climbers	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
decline_dumbbell_fly	Decline Dumbbell Fly	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
donkey_calf_raise	Donkey Calf Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
dumbbell_high_pull	Dumbbell High Pull	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
behind_the_back_deadlift	Behind The Back Deadlift	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
superman	Superman	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
dumbbell_hang_clean	Dumbbell Hang Clean	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
standing_cable_crunch	Standing Cable Crunch	Lie on your back with knees bent and feet planted. Exhale as you lift your shoulders and ribcage toward your pelvis. Lower slowly back down, keeping tension in your core. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
clap_pull_up	Clap Pull Up	Stand with your mid-foot under the bar and hinge at the hips with a flat back. Drive through your legs and hips to lift the weight while keeping it close to your body. Stand tall at the top, then lower under control to the floor. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
dumbbell_walking_calf_raise	Dumbbell Walking Calf Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
reverse_hyperextension	Reverse Hyperextension	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
high_pulley_crunch	High Pulley Crunch	Lie on your back with knees bent and feet planted. Exhale as you lift your shoulders and ribcage toward your pelvis. Lower slowly back down, keeping tension in your core. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
side_leg_raise	Side Leg Raise	Stand or lie in position with arms extended slightly bent. Lift or open your arms in a wide arc until you feel tension in the target muscles. Return slowly to the starting position without swinging. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
overhead_cable_curl	Overhead Cable Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
side_crunch	Side Crunch	Lie on your back with knees bent and feet planted. Exhale as you lift your shoulders and ribcage toward your pelvis. Lower slowly back down, keeping tension in your core. Maintain a neutral spine, steady breathing, and controlled movement throughout.	true	1.0	1.0
roman_chair_side_bend	Roman Chair Side Bend	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
floor_hip_abduction	Floor Hip Abduction	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
hip_extension	Hip Extension	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
jefferson_squat	Jefferson Squat	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
squat_thrust	Squat Thrust	Stand with your feet shoulder-width apart and brace your core. Lower into a squat by bending hips and knees, keeping your chest upright. Push through your heels to return to standing, squeezing your glutes at the top. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
scissor_kicks	Scissor Kicks	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
incline_cable_curl	Incline Cable Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
lying_cable_curl	Lying Cable Curl	Stand tall with elbows close to your sides and shoulders relaxed. Curl the weight upward by bending your elbows while keeping upper arms still. Lower slowly until your arms are fully extended. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
floor_hip_extension	Floor Hip Extension	Set up in a stable position with your core engaged. Perform the movement in a controlled motion, focusing on the target muscles. Return to the start position with balance and control. Maintain a neutral spine, steady breathing, and controlled movement throughout.	false	1.0	1.0
